ResponseID,ResponseSet,Name,Status,Finished,ResponseID2,Q_TotalDuration,inst_bar,inst_crab,inst_barb,inst_mat,mobcheck,meta_1_TEXT,meta_2_TEXT,meta_3_TEXT,meta_4_TEXT,meta_5_TEXT,meta_6_TEXT,meta_7_TEXT,consent,t_consent_1,t_consent_2,t_consent_3,t_consent_4,landing,t_landing_1,t_landing_2,t_landing_3,t_landing_4,inst1,inst1_t_1,inst1_t_2,inst1_t_3,inst1_t_4,inst_title,inst_BAR,inst_CRAB,inst_BARB,inst_MAT,inst2_t_1,inst2_t_2,inst2_t_3,inst2_t_4,cat_t_1,cat_t_2,cat_t_3,cat_t_4,Q52,cat_b,cat_c,Q58,Q207,eise_t_1,eise_t_2,eise_t_3,eise_t_4,Q47,eise_b,eise_c,Q212,Q263,demi_t_1,demi_t_2,demi_t_3,demi_t_4,Q265,demi_b,demi_c,Q268,Q287,lnpk_t_1,lnpk_t_2,lnpk_t_3,lnpk_t_4,Q289,lnpk_b,lnpk_c,Q292,Q299,mpeh_t_1,mpeh_t_2,mpeh_t_3,mpeh_t_4,Q301,mpeh_b,mpeh_c,Q304,Q305,nwsr_t_1,nwsr_t_2,nwsr_t_3,nwsr_t_4,Q307,nwsr_b,nwsr_c,Q310,Q353,woln_t_1,woln_t_2,woln_t_3,woln_t_4,Q355,woln_b,woln_c,Q358,Q159,adv_inst,adv_inst_t_1,adv_inst_t_2,adv_inst_t_3,adv_inst_t_4,advice,adv_t_1,adv_t_2,adv_t_3,adv_t_4,Q169,Q16,prev_exp,prev_last,prev_first,rel_exp,rel_skill,avg_perf_1_TEXT,prev_freq,input,input_TEXT,browser,browser_TEXT,adv_imp_1,animals,animals_t_1,animals_t_2,animals_t_3,animals_t_4,Q107,age,gender,catch,catch_TEXT,language,language_TEXT,bugreport,hyp,comments,HITcode,DO.BR.FL_3,exclude,participant,Exclude,Exclude_why,cat_s,eise_s,demi_s,lnpk_s,mpeh_s,nwsr_s,woln_s,b1,b2,b3,b4,b5,b6,s1,s2,s3,s4,s5,s6,advisor_mean,advisor_var,advisor_sd,advisor_median,advice_wordcount,animals_wordcount
R_1iey0VrJdJFMKiA,Default Response Set,Anonymous,0,1,R_1iey0VrJdJFMKiA,1014,0,0,0,0,NA,Chrome,46.0.2490.86,Macintosh,1440x900,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,5.417,0,1,0,0,5.09,0,1,0,0,23.276,0,1,1,1,1,1,5.554,22.839,26.017,4,0,0,48.148,0,1,1,Zv5VCZy30z ,1,1,81.35,81.35,86.999,1,1,1,dW6h5HyRh ,1,1,0,0,79.373,0,1,1,Skrxhy9yTG,1,1,16.692,16.692,78.243,1,1,1,hmDuHMtcrD  ,1,1,0,0,75.166,0,1,1,Mga0FrSHLo ,1,1,16.609,18.067,112.201,2,1,1,kj8KaYEtw1 ,1,1,49.541,83.233,88.254,2,1,1,omRZrMsNoC,1,1,1,2.299,2.299,18.108,1,You cannot go back to delete a character once it is chosen. / It can be difficult on a Mac to highlight the letters. / Look for letter combinations that can be used in multiple words to help.,2.773,2.773,100.291,1,1,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,NA,Less than once a year,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",,Google Chrome,NA,19,"cat, dog, gorilla, lion, tiger, bear, raccoon, rat, mice, rabbit, giraffe, elephant, hyena, guinea pig, hamster, gerbil, lizard, snake, frog, fish",3.391,3.391,65.007,1,1,47,Female,Other,orange,"Yes, I only spoke English growing up",,no,idk,no,1,woln|nwsr|mpeh|lnpk|eise|demi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1imJVRrtf9n2yUP,Default Response Set,Anonymous,0,1,R_1imJVRrtf9n2yUP,2903,0,0,0,0,NA,Chrome,46.0.2490.86,Macintosh,1920x1080,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,16.615,0,1,0,0,3.299,0,1,36.833,36.833,37.61,1,1,1,1,1,1,3.979,62.124,64.13,6,190.434,190.434,197.759,1,1,1,kr0My46l5F,1,1,255.689,259.784,260.043,2,1,1,dtRGmx59XS,1,1,73.076,74.044,75.888,3,1,1,4EP4F8DwQX ,1,1,67.088,67.088,71.195,1,1,1,mR7pCKsqz0,1,1,78.503,78.503,81.799,1,1,1,uaC0X2imzT,1,1,68.986,68.986,72.023,1,1,1,agjPHnhV79,1,1,68.666,68.666,71.491,1,1,1,5IuTf6nsqn,1,1,1,0,0,18.097,0,"When playing the game, try not to think too hard or focus on a certain area of letters because you only have a short amount of time. Remember you can use diagonal because it comes in handy most of the time. Overall, the game is simple - just highlight the letters in every direction without using a letter more than once.",0.786,1153.226,1153.641,6,1,1,"Yes, I've played some version of this game before",Within the last week,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,12,A few times a month,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",,Google Chrome,NA,70,"Cheetah, Zebra, Elephant, Cat, Dog, Penguin, Horse, Rhinoceros, Mouse, Guinea Pig, Ferret, Fish",2.01,2.01,65.01,1,1,21,Female,Other,orange.,"Yes, I only spoke English growing up",,,Seeing what kind of words people make up,,1,mpeh|demi|nwsr|eise|lnpk|woln,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1jSYK87KSDwpW2b,Default Response Set,Anonymous,0,1,R_1jSYK87KSDwpW2b,938,1,1,0,0,NA,Chrome,46.0.2490.86,Windows NT 10.0,1280x720,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,8.513,0,1,0,0,3.262,0,1,0,0,17.374,0,1,1,1,1,1,6.741,36.771,59.226,6,31.285,31.285,33.224,1,1,1,NA,1,1,65.184,65.184,66.932,1,1,1,NA,1,1,67.221,67.221,68.636,1,1,1,NA,1,1,156.075,157.276,157.932,2,1,1,NA,1,1,71.545,71.545,73.088,1,1,1,NA,1,1,65.889,65.889,67.086,1,1,1,NA,1,1,73.251,73.251,74.581,1,1,1,NA,1,1,1,0,0,16.506,0,"I started by looking for words that were already spelled out either vertically, horizontally, or diagonally.  Once I did that I just started in the top left corner by letter and tried to make words from there.  If I could not I moved down to the next letter and repeated that same strategy.  Also the game seems to accept the plural and singular form of the words so make sure to use both!",0.988,0.988,106.479,1,1,1,"No, I've never played any version of this game before",NA,NA,I was as experienced as most people,I was less skilled than most people,7,I never play word-finding games,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,60,"Dog, cat, hamster, gerbil, ferret, chinchilla, snake, bird, lion, cheetah, elephant, meerkat, seal, whale, polar bear, sun bear, grizzly bear, fish, giraffe, camel, goat, ",2.846,2.846,65.004,1,1,29,Male,Other,orange,"Yes, I only spoke English growing up",NA,no,Average Boggle score?,NA,1,mpeh|woln|demi|nwsr|eise|lnpk,NA,ad25,NA,NA,1,7,10,8,8,12,5,mpeh_s,woln_s,demi_s,nwsr_s,eise_s,lnpk_s,8,5,10,12,7,8,8.333333333,5.866666667,2.422120283,8,73,24
R_1JUTOVxSEUAtHMD,Default Response Set,Anonymous,0,1,R_1JUTOVxSEUAtHMD,1815,0,0,0,0,NA,Chrome,46.0.2490.86,Windows NT 6.1,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,9.316,13.39,15.106,2,1,0,0,581.346,0,1,0,0,41.048,0,1,1,1,1,1,20.366,43.654,46.841,4,38.52,38.52,58.784,1,1,1,NA,1,1,72.733,72.733,76.031,1,1,1,NA,1,1,72.255,72.255,75.085,1,1,1,NA,1,1,81.559,81.559,85.929,1,1,1,NA,1,1,71.454,71.454,74.303,1,1,1,NA,1,1,73.378,73.378,76.568,1,1,1,NA,1,1,70.912,70.912,74.17,1,1,1,NA,1,1,1,0,0,17.312,0,"First, look for small (3-letter) words. When you find a word, see if you can extend that word with one more letter, especially with an S; also look for the ED inding to extend verbs. For example, TEA can be extended to TEAR or TEAM; TEAR can be extended to TEARS; EAR can be extended to SEAR. You can also scramble letters of the same word; or example, EAST can become SEAT and TEAS.",1.916,1.916,235.778,1,1,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,9,A few times a year,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,40,"squirrel, mouse, owl, rat, raccoon, tiger, panther, lion, bear, panda, eagle, mole, gopher, dog, cat, partridge, quail, ",5.278,9.126,65.005,2,1,57,Female,Other,orange,"Yes, I only spoke English growing up",NA,No,More advice for doing well? I'm not sure.,"It was fun, thanks.",1,lnpk|nwsr|eise|mpeh|demi|woln,NA,ad54,NA,NA,1,12,10,6,15,10,12,lnpk_s,nwsr_s,eise_s,mpeh_s,demi_s,woln_s,6,10,12,15,10,12,10.83333333,8.966666667,2.994439291,11,74,17
R_1kIEUxNlGqrLBgt,Default Response Set,Anonymous,0,1,R_1kIEUxNlGqrLBgt,1265,0,0,0,1,NA,Chrome,46.0.2490.86,Windows NT 6.2,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,12.549,12.549,60.539,1,1,0,0,8.399,0,1,0,0,58.509,0,1,1,1,1,1,25.703,69.415,71.932,5,65.972,65.972,68.006,1,1,1, qcMxNp1KF ,1,1,72.144,72.144,73.596,1,1,1,KmbX8FzQ4n  ,1,1,73.03,73.03,74.512,1,1,1,ML6WHiC5PO ,1,1,90.032,95.623,97.607,2,1,1, bUJmp2NliQ,1,1,71.524,71.524,72.808,1,1,1,7vhV2Q58KB,1,1,75.01,75.331,77.287,2,1,1,fbMzFcrap6,1,1,25.924,96.516,97.988,2,1,1,ddU6Ng0FHj ,1,1,1,0,0,54.109,0,Hi friends.. Please be advised that use your IQ talent here to do well,12.083,12.083,74.571,1,1,1,"No, I've never played any version of this game before",,,I was less experienced than most people,I was less skilled than most people,1,A few times a year,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",,Google Chrome,NA,54,"cat, dog, tiger, elephant, lion, monkey, ox, fox, ",16.641,16.641,65.021,1,1,30,Male,Other,orange,"Yes, I only spoke English growing up",,no,scrambled words,no,1,lnpk|woln|demi|nwsr|eise|mpeh,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1LoL3KLrSTThzC3,Default Response Set,Anonymous,0,1,R_1LoL3KLrSTThzC3,948,1,1,1,0,NA,Chrome,46.0.2490.86,Macintosh,1440x900,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,3.367,0,1,0,0,93.458,0,1,0,0,15.998,0,1,1,1,1,1,4.097,29.442,32.062,5,18.725,18.725,20.877,1,1,1,NA,1,1,71.557,71.557,75.056,1,1,1,NA,1,1,131.329,131.329,132.397,1,1,1,NA,1,1,80.827,80.827,103.854,1,1,1,NA,1,1,67.436,67.436,68.696,1,1,1,NA,1,1,64.935,64.935,65.954,1,1,1,NA,1,1,78.67,78.67,83.261,1,1,1,NA,1,1,1,0,0,17.257,0,Words are centered around the vowels. Try to use as many plurals as possible.,1.329,1.329,19.433,1,1,1,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,8,A few times a month,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,10,"dog, cat, horse, cow, sheep, goat, pig, hamster, alligator, crocodile, frog, snake, bird, rat, fox, wolf, lion, giraffe, elephant, hippo, zebra, tiger, ",1.584,1.584,65.008,1,1,21,Male,Other,orange,"Yes, I only spoke English growing up",NA,NA,I am unsure.,NA,1,lnpk|eise|mpeh|demi|woln|nwsr,NA,ad26,NA,NA,1,13,15,9,8,12,13,lnpk_s,eise_s,mpeh_s,demi_s,woln_s,nwsr_s,9,13,8,15,13,12,11.66666667,7.066666667,2.658320272,12.5,14,22
R_1luXvUbdoTSork5,Default Response Set,Anonymous,0,1,R_1luXvUbdoTSork5,3494,1,1,0,0,NA,Chrome,46.0.2490.86,Macintosh,1440x900,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,4.375,29.046,588.854,5,1,5.088,5.088,17.802,1,1,4.941,380.496,397.661,32,1,1,1,1,1,3.634,801.042,809.753,13,3.206,177.81,182.857,13,1,1,r0CQc4s1LI,1,1,109.937,109.937,114.502,1,1,1,pJalsVzN9,1,1,176.911,176.911,179.04,1,1,1,QPaLxmha4D,1,1,82.998,82.998,86.23,1,1,1,0nBrlrRRBI,1,1,4.899,113.522,126.65,5,1,1,qeSeNJohL,1,1,220.772,220.946,223.92,2,1,1,I0S4oPtaQI,1,1,135.454,136.055,139.129,2,1,1,iPRplMGIMr,1,1,1,7.605,54.66,60.082,15,"Look for the letter S, and find words that you can add S onto such as cow. Cow turns into Cows.  /  / Look for E and A next to each other since you can make a lot of words such as late, fate, gate.  /  / Look for small words with 4 characters or less",1.078,186.72,191.298,13,1,1,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,10,A few times a year,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",,Google Chrome,NA,60,"cow, dog, cat, mouse, horse, rabbit, ant, ",0.972,22.355,65.337,7,1,23,Female,Other,orange,"Yes, I only spoke English growing up",,no,It was fun,,1,mpeh|woln|lnpk|demi|eise|nwsr,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1mViINnLow8uvTD,Default Response Set,Anonymous,0,1,R_1mViINnLow8uvTD,758,0,0,0,0,NA,Chrome,46.0.2490.86,Windows NT 10.0,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,3.805,0,1,0,0,2.609,0,1,0,0,28.843,0,1,1,1,1,1,6.655,21.726,23.398,4,21.904,22.266,24.287,2,1,1,NA,1,1,69.551,69.78,72.183,2,1,1,NA,1,1,73.003,73.303,75.6,2,1,1,NA,1,1,72.327,72.677,75.018,2,1,1,NA,1,1,67.663,69.845,70.224,3,1,1,NA,1,1,69.425,69.718,71.519,2,1,1,NA,1,1,69.135,69.437,71.353,2,1,1,NA,1,1,1,0,0,23.882,0,Just go as fast as possible. Try to remember words you have already entered to save time.,1.509,1.509,29.62,1,1,1,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 6 months,I was as experienced as most people,I was as skilled as most people,18,A few times a month,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,59,"zebra, panda, dog, cat, elephant, giraffe, goat, bear, cow, moose, shark, fish, dolphin, camel, buffalo, monkey, owl, frog, koala, ",1.252,1.252,65.008,1,1,28,Female,Other,orange,"Yes, I only spoke English growing up",NA,NA,im not sure,NA,1,lnpk|nwsr|demi|woln|eise|mpeh,NA,ad05,NA,NA,1,12,21,16,16,23,18,lnpk_s,nwsr_s,demi_s,woln_s,eise_s,mpeh_s,16,23,21,18,12,16,17.66666667,15.46666667,3.932768321,17,17,19
R_1mz5HZs7H3gJTFu,Default Response Set,Anonymous,0,1,R_1mz5HZs7H3gJTFu,1235,1,0,0,0,NA,Chrome,46.0.2490.86,Windows NT 6.1,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,3.821,3.821,5.541,1,1,145.145,145.145,147.863,1,1,0,0,122.417,0,1,1,1,1,1,7.51,33.18,36.794,4,34.67,34.67,38.486,1,1,1,NA,1,1,95.347,95.347,99.667,1,1,1,NA,1,1,73.254,73.254,76.49,1,1,1,NA,1,1,7.895,79.225,83.586,2,1,1,NA,1,1,74.462,74.462,77.949,1,1,1,NA,1,1,90.187,90.187,93.956,1,1,1,NA,1,1,77.859,77.859,81.047,1,1,1,NA,1,1,1,0,0,17.951,0,"My advice would be to take your time when highlighting letters to make sure they all turn red and you won't have to go back, ultimately wasting time. ",1.59,1.59,37.349,1,1,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,9,Less than once a year,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,61,"dog, cat, tiger, mouse, bird, aardvark, platypus, butterfly, whale, turtle, alligator, lion, hyena, bear, snail",2.998,2.998,65.014,1,1,33,Female,Other,orange ,"Yes, I only spoke English growing up",NA,no,not sure,NA,1,mpeh|lnpk|nwsr|woln|demi|eise,NA,ad27,NA,NA,1,10,10,10,12,14,10,mpeh_s,lnpk_s,nwsr_s,woln_s,demi_s,eise_s,12,10,14,10,10,10,11,2.8,1.673320053,10,28,15
R_1oHzKxO9PoWp44D,Default Response Set,Anonymous,0,1,R_1oHzKxO9PoWp44D,1120,1,0,0,0,NA,Chrome,46.0.2490.86,Windows NT 10.0,1280x720,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,30.844,0,1,0,0,3.331,0,1,12.68,14.784,26.36,2,1,1,1,1,1,17.051,41.649,45.807,4,42.356,42.833,47.432,2,1,1,RiRgSztXgp,1,1,84.189,84.189,87.86,1,1,1,BSFWtKdsMh  ,1,1,87.384,87.642,92.84,2,1,1,hj45rpftdJ ,1,1,3.816,84.753,87.761,3,1,1, sBDZ37DsJ ,1,1,71.943,72.308,75.617,2,1,1,QPwlSmtGl5,1,1,79.321,79.633,82.966,2,1,1,Tu6XLYySUJ,1,1,71.321,71.718,75.341,2,1,1,3NrhqqIJWK,1,1,1,17.542,19.356,34.443,2,"Look for obvious up down sideways words first, then proceed to diagonal words and words that begin in the middle tiles. The goal is to fin as many words as possible, not the longest words possible.  ",1.659,87.776,94.062,3,1,1,"Yes, I've played some version of this game before",Within the last week,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,10,A few times a week,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",,Google Chrome,NA,41,"lion, tiger, bear, cat, dog, giraffe, whale, possom,cappobera,kangaroo,alligator,crocodile,squirrel,",2.498,2.498,65.013,1,1,45,Female,Other,orange,"Yes, I spoke English and these other languages growing up:",Hebrew,"none.  I did not follow the directions though.  I was looking for the longest words, not the most words.  I realized it when i had to write instructions :)",no idea,"Thanks, that was fun :)",1,lnpk|woln|mpeh|eise|nwsr|demi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1OjOr0ahMOXhnY5,Default Response Set,Anonymous,0,1,R_1OjOr0ahMOXhnY5,945,1,1,0,0,NA,Chrome,46.0.2490.86,Windows NT 6.1,1600x900,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1.139,1.139,14.744,1,1,0,0,10.201,0,1,19.995,19.995,20.737,1,1,1,1,1,1,6.646,33.465,35.694,8,9.24,52.62,55.877,6,1,1,NA,1,1,76.061,77.411,79.739,3,1,1,NA,1,1,77.199,81.589,82.343,3,1,1,NA,1,1,75.951,77.749,80.416,3,1,1,NA,1,1,70.897,79.191,80.146,3,1,1,NA,1,1,71.009,72.386,74.801,3,1,1,NA,1,1,69.538,73.287,75.113,4,1,1,NA,1,1,1,0,0,19.498,0,Write down the words you have already used. This will make it easier for you not to waste time trying to use the same word when you're stumped and can't find new ones.,4.842,58.757,87.219,3,1,1,I'm not sure,NA,NA,I was less experienced than most people,I was as skilled as most people,7,Less than once a year,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,20,"Cat, dog, bear, cougar, tiger, deer, zebra, cow, lion, gorilla, monkey, giraffe, goat",8.544,8.544,65.007,1,1,24,Male,Other,orange,"Yes, I only spoke English growing up",NA,NA,Testing out a game.,NA,1,lnpk|eise|demi|mpeh|woln|nwsr,NA,ad28,NA,NA,1,2,7,7,5,11,5,lnpk_s,eise_s,demi_s,mpeh_s,woln_s,nwsr_s,7,2,7,5,5,11,6.166666667,8.966666667,2.994439291,6,33,13
R_1OT5Pu0Vyq9LrNk,Default Response Set,Anonymous,0,1,R_1OT5Pu0Vyq9LrNk,801,1,1,0,0,NA,Chrome,46.0.2490.86,Windows NT 10.0,1600x900,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,2.402,0,1,0,0,15.591,0,1,0,0,28.19,0,1,1,1,1,1,4.983,27.004,28.804,4,20.498,24.146,25.885,3,1,1,NA,1,1,65.44,65.612,67.6,2,1,1,NA,1,1,66.697,68.697,68.988,3,1,1,NA,1,1,82.661,82.845,86.104,2,1,1,NA,1,1,66.591,66.787,68.594,2,1,1,NA,1,1,95.239,95.428,98.222,2,1,1,NA,1,1,65.904,66.085,68.046,2,1,1,NA,1,1,1,0,0,17.384,0,Build your vocabulary ,1.523,41.021,43.452,3,1,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was less experienced than most people,I was less skilled than most people,NA,A few times a month,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,0,"Dog, cat, horse, cow, bird, hawk, snake, goat, chicken, frog, snail, rabbit, ",4.956,4.956,65.004,1,1,22,Female,Other,orange,"Yes, I only spoke English growing up",NA,NA,NA,NA,1,lnpk|woln|demi|nwsr|mpeh|eise,NA,ad76,NA,NA,1,8,6,6,9,6,7,lnpk_s,woln_s,demi_s,nwsr_s,mpeh_s,eise_s,6,7,6,6,9,8,7,1.6,1.264911064,6.5,3,12
R_1PRgn8OK5wMk6eH,Default Response Set,Anonymous,0,1,R_1PRgn8OK5wMk6eH,938,0,0,0,0,NA,Chrome,46.0.2490.86,Windows NT 10.0,1600x900,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,16.864,0,1,0,0,4.71,0,1,0,0,22.252,0,1,1,1,1,1,12.72,27.818,32.279,4,30.369,30.369,33.929,1,1,1,NA,1,1,71.111,72.969,77.279,2,1,1,NA,1,1,70.447,70.447,73.201,1,1,1,NA,1,1,70.843,70.843,73.959,1,1,1,NA,1,1,71.644,71.644,76.457,1,1,1,NA,1,1,71.052,71.052,74.466,1,1,1,NA,1,1,76.053,76.053,79.818,1,1,1,NA,1,1,1,0,0,16.917,0,"look for letters that are next to vowels or common consonant combinations like ""st"" or ""th.""  Rember that 3-letter words are acceptable and often you can then make 4-letter words with the same 3 letters.  Sometimes you can make 5-letter words with 4-letter words you have made by adding an ""s."" Avoid rarely used letters like ""x.""",1.38,1.38,133.354,1,1,1,I'm not sure,NA,NA,I was more experienced than most people,I was more skilled than most people,5,A few times a year,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,39,"fox, cat, dog, cow, horse, deer, elk, moose, rabbit, chicken, hamster, rat, bird, turkey, wolf, elephant, zebra, lion, bear, antelope, anteeater, ",3.284,3.284,65.005,1,1,68,Female,Other,orange,"Yes, I only spoke English growing up",NA,none,I don't know,NA,1,woln|mpeh|nwsr|eise|demi|lnpk,NA,ad29,NA,NA,1,5,10,10,9,8,5,woln_s,mpeh_s,nwsr_s,eise_s,demi_s,lnpk_s,5,9,8,5,10,10,7.833333333,5.366666667,2.316606714,8.5,56,21
