Progress,Duration (in seconds),Finished,ResponseId,t_consent_First Click,t_consent_Last Click,t_consent_Page Submit,t_consent_Click Count,t_landing_First Click,t_landing_Last Click,t_landing_Page Submit,t_landing_Click Count,inst1_t_First Click,inst1_t_Last Click,inst1_t_Page Submit,inst1_t_Click Count,inst2_t_First Click,inst2_t_Last Click,inst2_t_Page Submit,inst2_t_Click Count,cat_t_First Click,cat_t_Last Click,cat_t_Page Submit,cat_t_Click Count,cat_c,eise_t_First Click,eise_t_Last Click,eise_t_Page Submit,eise_t_Click Count,eise_c,adv_inst_t_First Click,adv_inst_t_Last Click,adv_inst_t_Page Submit,adv_inst_t_Click Count,adv_long_1,adv_medium_1,adv_short_1,prev_exp,prev_freq,avg_perf_1,input,input_7_TEXT,age,gender,catch,catch_4_TEXT,language,language_3_TEXT,language_2_TEXT,bugreport,hyp,comments,Fragment1,Fragment2,Fragment3,Fragment4,Fragment5,Fragment6,Fragment7,F1,F2,F3,F4,frag_1,frag_2,frag_3,frag_4,frag_5,frag_6,frag_7,frag_8,frag_9,frag_10,frag_11,full_1,full_2,full_3,full_4,full_5,full_6,full_7,full_8,full_9,full_10,full_11,ResponseID,Q_TotalDuration,inst_bar,inst_crab,inst_barb,inst_mat,advicerating_DO
100,276,TRUE,R_6swesy7NpZZBTrP,0,0,2.658,0,0,0,2.074,0,0,0,50.696,0,4.77,18.644,20.413,4,18.233,18.233,21.166,1,pUWJmihrNK  ,66.618,66.618,68.816,1,SNc8oTEDZ  ,0,0,14.461,0,39,86,43,"Yes, I've played some version of this game before",Less than once a year,5,"With a computer mouse

",,30,Female,Other,salmon,"Yes, I only spoke English growing up",,,none,unscrambling,,go one letter at a time to find all the words with that letter,change letters for similar words,don't focus on one section,look for suffixes to attach to words,start in the corner of the board,connect as many words as possible,look for common letter combos,Don't pay attention to the time left,Try words you're unsure of,Rearrange words to make other words,Don't try to find long words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_6swesy7NpZZBTrP,276,0,0,0,0,adv_short|adv_long|adv_medium
100,266,TRUE,R_1PekO59VoCRLdaE,0,0,2.9,0,0,0,1.979,0,0,0,10.801,0,4.594,13.674,15.371,4,23.668,23.668,27.86,1,ozS2N9kbUd ,69.274,69.274,72.388,1,miYZPM1fe3,0,0,7.4,0,82,54,12,"Yes, I've played some version of this game before",Less than once a year,8,"With a computer mouse

",,41,Female,Other,salmon,"Yes, I only spoke English growing up",,,"no, but I will say it was difficult to maneuver the mouse in the way necessary for the game",ability to find words,none,change letters for similar words,rearrange words to make other words,don't pay attention to the time left,look for common letter combos,don't try to find long words,try words you're unsure of,start in the corner of the board,Go one letter at a time to find all the words with that letter,Look for suffixes to attach to words,Don't focus on one section,Connect as many words as possible,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1PekO59VoCRLdaE,266,0,0,0,0,adv_long|adv_medium|adv_short
100,276,TRUE,R_3O6v3AbWC45RKSK,0,0,7.79,0,0,0,2.49,0,0,0,10.698,0,6.148,22.144,23.952,5,40.097,41.721,44.486,2,X5ryTMrynP,69.44,69.44,72.273,1,rl2O3BS6vT  ,0,0,9.026,0,84,49,5,"Yes, I've played some version of this game before",A few times a year,20,"With a computer mouse

",,27,Male,Other,salmon,"Yes, I only spoke English growing up",,,No errors.,I have no idea! ,,connect as many words as possible,don't pay attention to the time left,start in the corner of the board,look for common letter combos,don't focus on one section,rearrange words to make other words,change letters for similar words,Go one letter at a time to find all the words with that letter,Look for suffixes to attach to words,Don't try to find long words,Try words you're unsure of,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3O6v3AbWC45RKSK,276,0,1,0,0,adv_long|adv_short|adv_medium
100,258,TRUE,R_1rIg8yCGRXeEfkL,0,0,3.58,0,0,0,23.663,0,6.689,12.692,15.841,2,7.165,21.094,23.141,5,17.744,17.744,19.646,1,Cwtgw2w8e1,69.287,69.287,70.458,1,DDFvFXp3T2  ,0,0,19.742,0,88,67,31,"Yes, I've played some version of this game before",A few times a week,8,"With a trackpad

",,21,Male,Other,salmon,"Yes, I only spoke English growing up",,,nope!,test average human pace at finding words,this was awesome! thank you!,don't try to find long words,go one letter at a time to find all the words with that letter,rearrange words to make other words,try words you're unsure of,don't focus on one section,look for common letter combos,connect as many words as possible,Change letters for similar words,Start in the corner of the board,Look for suffixes to attach to words,Don't pay attention to the time left,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1rIg8yCGRXeEfkL,258,1,0,0,0,adv_short|adv_medium|adv_long
100,283,TRUE,R_BDgWpujDt9l3d1n,1.424,1.424,4.883,1,0.907,0.907,2.484,1,1.105,1.105,15.373,1,0.907,24.18,25.751,11,1.147,39.359,40.588,6,cqg8yQgp5,1.952,72.322,75.135,3,ORR3l7qypJ  ,0.799,9.648,10.088,4,83,67,64,I'm not sure,A few times a year,10,"With a computer mouse

",,34,Male,Other,salmon,"Yes, I only spoke English growing up",,,No,Determining how fast people can find words,,look for suffixes to attach to words,start in the corner of the board,don't try to find long words,rearrange words to make other words,don't focus on one section,go one letter at a time to find all the words with that letter,don't pay attention to the time left,Change letters for similar words,Try words you're unsure of,Connect as many words as possible,Look for common letter combos,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_BDgWpujDt9l3d1n,283,1,0,0,0,adv_long|adv_short|adv_medium
100,229,TRUE,R_3qQcdPsO371YHf2,0,0,6.658,0,0,0,1.59,0,0,0,8.22,0,0.884,17.745,19.201,5,4,18.163,20.335,2,uo2bb5tnW ,79.616,79.868,82.122,2,RRjhR4rN4P  ,0,0,10.401,0,50,58,70,"No, I've never played any version of this game before",A few times a year,5,"With a computer mouse

",,31,Female,Other,salmon,"Yes, I only spoke English growing up",,,no,no,no,go one letter at a time to find all the words with that letter,don't try to find long words,look for common letter combos,connect as many words as possible,don't focus on one section,rearrange words to make other words,don't pay attention to the time left,Look for suffixes to attach to words,Try words you're unsure of,Change letters for similar words,Start in the corner of the board,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3qQcdPsO371YHf2,229,0,1,1,0,adv_medium|adv_short|adv_long
100,223,TRUE,R_1pF29rgJcbZhW5R,0,0,3.591,0,0,0,1.608,0,0,0,9.465,0,3.06,19.956,21.479,5,23.303,23.303,26.03,1,xCVCPizjIy ,70.276,70.276,72.839,1,Kr3DWFrU7l ,0,0,7.275,0,83,76,71,"Yes, I've played some version of this game before",Less than once a year,20,"With a trackpad

",,34,Female,Other,salmon,"Yes, I only spoke English growing up",,,,,,change letters for similar words,don't pay attention to the time left,go one letter at a time to find all the words with that letter,connect as many words as possible,start in the corner of the board,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Try words you're unsure of,Don't focus on one section,Rearrange words to make other words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1pF29rgJcbZhW5R,223,1,0,0,0,adv_long|adv_medium|adv_short
100,334,TRUE,R_QaFy1ZUaD6vsfJL,0,0,14.755,0,0,0,10.687,0,0,0,13.061,0,12.422,32.007,34.916,4,26.033,26.033,27.757,1,kNyZV0VCni,72.682,74.628,75.116,2,iMK6yXBUqy,0,0,19.917,0,85,43,33,"No, I've never played any version of this game before",Less than once a year,10,"With a trackpad

",,31,Female,Other,salmon,"Yes, I only spoke English growing up",,,no,I'm not sure?,,don't try to find long words,connect as many words as possible,don't pay attention to the time left,start in the corner of the board,rearrange words to make other words,look for suffixes to attach to words,look for common letter combos,Try words you're unsure of,Don't focus on one section,Change letters for similar words,Go one letter at a time to find all the words with that letter,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_QaFy1ZUaD6vsfJL,334,1,0,0,0,adv_medium|adv_long|adv_short
100,329,TRUE,R_10I3KPkqg6haHni,0,0,3.503,0,0,0,3.374,0,0,0,25.546,0,16.712,25.511,28.69,4,40.309,40.309,45.599,1,usZ9jEz8Z9,73.605,73.605,77.071,1,a0Oqn0laQ2,0,0,13.554,0,99,31,63,"Yes, I've played some version of this game before",A few times a year,10,"With a computer mouse

",,34,Male,Other,salmon,"Yes, I only spoke English growing up",,,no errors,,,look for suffixes to attach to words,look for common letter combos,don't pay attention to the time left,don't try to find long words,try words you're unsure of,don't focus on one section,go one letter at a time to find all the words with that letter,Rearrange words to make other words,Start in the corner of the board,Connect as many words as possible,Change letters for similar words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_10I3KPkqg6haHni,329,0,0,0,0,adv_medium|adv_short|adv_long
100,245,TRUE,R_1DIINhF1267kdxC,0,0,2.696,0,0,0,2.52,0,0,0,8.236,0,13.176,24.384,27.107,5,18.834,21.249,23.387,2,6dVPekQtK6,71.984,72.168,74.864,2,oem8kE3FCR,0,0,7.396,0,81,82,47,"Yes, I've played some version of this game before",A few times a month,8,"With a computer mouse

",,43,Male,Other,salmon,"Yes, I only spoke English growing up",,,No,Words,,don't try to find long words,change letters for similar words,look for suffixes to attach to words,try words you're unsure of,look for common letter combos,start in the corner of the board,rearrange words to make other words,Don't pay attention to the time left,Don't focus on one section,Connect as many words as possible,Go one letter at a time to find all the words with that letter,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1DIINhF1267kdxC,245,0,1,0,0,adv_medium|adv_long|adv_short
100,309,TRUE,R_3O37SvcFPS6hyx6,0,0,5.659,0,0,0,3.16,0,0,0,13.698,0,4.416,20.343,22.932,4,65.387,65.728,68.549,2,Slb09BIm4R  ,71.012,71.377,74.019,2,GQokWWLWb6  ,0,0,12.166,0,94,99,65,"Yes, I've played some version of this game before",A few times a year,15,"With a computer mouse

",,45,Female,Other,salmon,"Yes, I only spoke English growing up",,,no,I'm not sure,,look for common letter combos,change letters for similar words,rearrange words to make other words,go one letter at a time to find all the words with that letter,start in the corner of the board,don't pay attention to the time left,don't try to find long words,Connect as many words as possible,Try words you're unsure of,Look for suffixes to attach to words,Don't focus on one section,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3O37SvcFPS6hyx6,309,1,0,0,0,adv_medium|adv_short|adv_long
