Progress,Duration (in seconds),Finished,ResponseId,t_consent_First Click,t_consent_Last Click,t_consent_Page Submit,t_consent_Click Count,t_landing_First Click,t_landing_Last Click,t_landing_Page Submit,t_landing_Click Count,inst1_t_First Click,inst1_t_Last Click,inst1_t_Page Submit,inst1_t_Click Count,inst2_t_First Click,inst2_t_Last Click,inst2_t_Page Submit,inst2_t_Click Count,cat_t_First Click,cat_t_Last Click,cat_t_Page Submit,cat_t_Click Count,cat_c,eise_t_First Click,eise_t_Last Click,eise_t_Page Submit,eise_t_Click Count,eise_c,adv_inst_t_First Click,adv_inst_t_Last Click,adv_inst_t_Page Submit,adv_inst_t_Click Count,adv_long,adv_medium,adv_short,prev_exp,prev_freq,avg_perf_1,input,input_7_TEXT,age,gender,catch,catch_4_TEXT,language,language_3_TEXT,language_2_TEXT,bugreport,hyp,comments,Fragment1,Fragment2,Fragment3,Fragment4,Fragment5,Fragment6,Fragment7,F1,F2,F3,F4,frag_1,frag_2,frag_3,frag_4,frag_5,frag_6,frag_7,frag_8,frag_9,frag_10,frag_11,full_1,full_2,full_3,full_4,full_5,full_6,full_7,full_8,full_9,full_10,full_11,ResponseID,Q_TotalDuration,inst_bar,inst_crab,inst_barb,inst_mat,advicerating_DO
100,290,TRUE,R_RxFjfsINW2dW1Ud,0,0,2.718,0,0,0,3.086,0,0,0,9.084,0,4.785,26.094,28.553,5,22.527,22.527,29.721,1,Gsp5pUdw9w,76.989,76.989,81.353,1,0cUT0wlbaQ,0,0,9.326,0,5,4,5,"Yes, I've played some version of this game before",Less than once a year,10,"With a computer mouse

",,44,Male,Other,tuna,"Yes, I only spoke English growing up",,,no,No idea,,don't pay attention to the time left,try words you're unsure of,look for common letter combos,start in the corner of the board,don't try to find long words,connect as many words as possible,don't focus on one section,Look for suffixes to attach to words,Rearrange words to make other words,Change letters for similar words,Go one letter at a time to find all the words with that letter,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_RxFjfsINW2dW1Ud,290,1,0,0,0,adv_short|adv_long|adv_medium
100,237,TRUE,R_3noOJfh1qylbhk0,0,0,2.238,0,0,0,1.2,0,0,0,9.652,0,6.71,6.71,8.847,1,26.579,27.904,32.135,4,CCy77MTFnK,71.332,71.6,74.274,2,Kf8d3G8xj,0,0,7.275,0,5,5,5,"Yes, I've played some version of this game before",A few times a year,10,"With a computer mouse

",,28,Female,Other,tuna,"Yes, I only spoke English growing up",,,none,game performance,,connect as many words as possible,look for suffixes to attach to words,don't try to find long words,look for common letter combos,change letters for similar words,don't pay attention to the time left,try words you're unsure of,Start in the corner of the board,Rearrange words to make other words,Go one letter at a time to find all the words with that letter,Don't focus on one section,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3noOJfh1qylbhk0,237,,,,,adv_medium|adv_short|adv_long
100,385,TRUE,R_2awxvvxaI6GsRLO,0,0,10.839,0,0,0,3.947,0,0,0,25.484,0,10.202,38.786,43.651,7,42.777,42.777,47.712,1,xKW2qFcPn,75.704,75.704,82.016,1,DgNLliv45X,0,0,16.265,0,6,5,5,"No, I've never played any version of this game before",A few times a year,10,"With a computer mouse

",,24,Female,Other,tuna,"Yes, I only spoke English growing up",,,"No, I did not.","To see how well people follow directions, and find words in a game.",n/a,connect as many words as possible,don't try to find long words,rearrange words to make other words,start in the corner of the board,try words you're unsure of,look for common letter combos,go one letter at a time to find all the words with that letter,Look for suffixes to attach to words,Don't focus on one section,Change letters for similar words,Don't pay attention to the time left,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_2awxvvxaI6GsRLO,385,1,1,0,0,adv_medium|adv_short|adv_long
100,297,TRUE,R_217AgprtzAl3m5Z,0,0,3.006,0,0,0,2.198,0,0,0,16.491,0,19.827,35.638,38.845,6,3.199,46.549,49.022,2,IBBUPu3zEb  ,69.25,69.854,72.267,3,74Wi5bMgBn  ,5.4,6.137,11.152,2,6,3,5,"Yes, I've played some version of this game before",A few times a year,10,"With a computer mouse

",,35,Female,Other,tuna,"Yes, I only spoke English growing up",,,no,coming up with words,,go one letter at a time to find all the words with that letter,rearrange words to make other words,don't focus on one section,look for common letter combos,start in the corner of the board,connect as many words as possible,change letters for similar words,Try words you're unsure of,Don't pay attention to the time left,Don't try to find long words,Look for suffixes to attach to words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_217AgprtzAl3m5Z,297,1,1,0,1,adv_short|adv_medium|adv_long
100,333,TRUE,R_2aDN65vcx6S9yb1,3.094,3.094,4.572,1,0,0,4.237,0,0,0,12.392,0,6.315,30.5,31.866,9,5.251,48.838,52.049,4,ntGjHYnaJH  ,67.728,72.303,75.24,3,RoI2kX03qv  ,0,0,15.792,0,7,5,6,"Yes, I've played some version of this game before",Less than once a year,10,"With a computer mouse

",,24,Female,Other,tuna,"Yes, I only spoke English growing up",,,It took a couple tries to figure out how to select words but other than that no. ,How people learn,,try words you're unsure of,don't focus on one section,start in the corner of the board,look for suffixes to attach to words,go one letter at a time to find all the words with that letter,look for common letter combos,connect as many words as possible,Don't pay attention to the time left,Change letters for similar words,Rearrange words to make other words,Don't try to find long words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_2aDN65vcx6S9yb1,333,0,1,0,0,adv_long|adv_short|adv_medium
100,338,TRUE,R_3lFZPHnUowk5jmj,0,0,2.887,0,0,0,1.757,0,0,0,16.396,0,2.628,20.525,22.753,4,23.317,23.317,30.118,1,SXjEVWYbTr,20.967,87.192,90.803,2,wHMqgeKZg6  ,0,0,8.883,0,5,4,3,"Yes, I've played some version of this game before",A few times a month,15,"With a computer mouse

",,25,Male,Other,tuna,"Yes, I only spoke English growing up",,,Selecting words in the game was very unresponsive. I could have done much better than I did.,,,change letters for similar words,look for common letter combos,try words you're unsure of,don't try to find long words,don't focus on one section,look for suffixes to attach to words,rearrange words to make other words,Go one letter at a time to find all the words with that letter,Start in the corner of the board,Connect as many words as possible,Don't pay attention to the time left,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3lFZPHnUowk5jmj,338,1,1,0,0,adv_medium|adv_long|adv_short
100,325,TRUE,R_32WlZqx5y1cMiP1,5.956,5.956,11.377,1,0,0,2.36,0,1.317,1.317,16.037,1,10.411,31.559,34.567,8,3.685,35.453,38.365,3,ShKWmelb2G  ,5.226,75.745,78.201,3,swscOrcVkW  ,3.462,3.462,10.623,1,5,5,6,"Yes, I've played some version of this game before",A few times a year,6,"With a computer mouse

",,32,Female,Other,tuna,"Yes, I only spoke English growing up",,,No.,Inclination to follow advice.,,change letters for similar words,connect as many words as possible,rearrange words to make other words,try words you're unsure of,don't pay attention to the time left,start in the corner of the board,look for common letter combos,Go one letter at a time to find all the words with that letter,Don't focus on one section,Don't try to find long words,Look for suffixes to attach to words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_32WlZqx5y1cMiP1,325,1,1,0,0,adv_medium|adv_long|adv_short
100,365,TRUE,R_1ODAk5qCW02cxu5,0,0,4.604,0,0,0,2.935,0,0,0,9.576,0,9.412,24.168,27.185,4,23.813,23.813,25.469,1,4H37vEmmX ,75.433,75.433,77.95,1,TxwSMw5omu,0,0,8.192,0,3,2,2,"Yes, I've played some version of this game before",A few times a year,5,"With a computer mouse

",,46,Female,Other,tuna,"Yes, I only spoke English growing up",,,"Yes, I couldn't make words. When I moused over a letter, the word ""sorry"" came up. The game wouldn't let me mouse over several letters to make a word.",I don't know.,,connect as many words as possible,look for suffixes to attach to words,rearrange words to make other words,change letters for similar words,don't focus on one section,start in the corner of the board,don't try to find long words,Try words you're unsure of,Don't pay attention to the time left,Look for common letter combos,Go one letter at a time to find all the words with that letter,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1ODAk5qCW02cxu5,365,0,0,0,0,adv_short|adv_medium|adv_long
100,310,TRUE,R_e57Fn8KkdxDBwel,0,0,5.027,0,0,0,2.313,0,0,0,25.669,0,4.92,28.303,30.794,4,28.119,28.383,31.368,2,omvBJuIN1t,71.511,71.824,77.609,2,7p5PXzorpD,0,0,8.789,0,3,5,5,"Yes, I've played some version of this game before",A few times a year,8,"With a computer mouse

",,36,Male,Other,tuna,"Yes, I only spoke English growing up",,,No,Perception of performance,,don't focus on one section,change letters for similar words,try words you're unsure of,connect as many words as possible,look for suffixes to attach to words,rearrange words to make other words,don't try to find long words,Look for common letter combos,Don't pay attention to the time left,Go one letter at a time to find all the words with that letter,Start in the corner of the board,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_e57Fn8KkdxDBwel,310,0,0,0,0,adv_medium|adv_long|adv_short
100,335,TRUE,R_3fUyiw6bdaz6bge,0,0,2.419,0,0,0,12.783,0,0,0,18.486,0,7.796,31.646,34.38,5,40.657,43.673,44.614,2,EDEnkl9kmE  ,69.801,69.801,75.383,1,MLkVk89mEY  ,0,0,12.284,0,6,3,5,"No, I've never played any version of this game before",I never play word-finding games,5,"With a computer mouse

",,35,Male,Other,tuna,"Yes, I only spoke English growing up",,,no,seeing how many words you could find in the puzzle,,try words you're unsure of,start in the corner of the board,rearrange words to make other words,look for suffixes to attach to words,don't pay attention to the time left,go one letter at a time to find all the words with that letter,don't focus on one section,Don't try to find long words,Look for common letter combos,Change letters for similar words,Connect as many words as possible,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3fUyiw6bdaz6bge,335,0,1,0,0,adv_long|adv_medium|adv_short
100,235,TRUE,R_3iJgfVBse95zB7D,0,0,2.02,0,0,0,2.27,0,0,0,11.569,0,6.354,17.228,18.699,5,13.064,13.064,19.193,1,zJRbpMxrTG  ,70.15,70.67,74.682,2,jGzv02D67i  ,0,0,8.67,0,4,5,2,"Yes, I've played some version of this game before",Less than once a year,5,"With a computer mouse

",,30,Male,Other,tuna,"Yes, I only spoke English growing up",,,No issues,Not sure,"Everything works, thank you.",change letters for similar words,don't pay attention to the time left,rearrange words to make other words,connect as many words as possible,look for common letter combos,don't focus on one section,start in the corner of the board,Go one letter at a time to find all the words with that letter,Don't try to find long words,Look for suffixes to attach to words,Try words you're unsure of,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3iJgfVBse95zB7D,235,1,0,0,0,adv_short|adv_long|adv_medium
100,343,TRUE,R_1eqsdUktKUhI8H5,0,0,8.914,0,0,0,2.958,0,14.432,14.432,14.874,1,7.325,22.04,43.614,4,39.625,39.625,42.424,1,TPKLPtjX5 ,76.259,76.614,82.037,2,p5Owhg4LhC ,0,0,12.719,0,3,5,5,"No, I've never played any version of this game before",Less than once a year,13,"With a computer mouse

",,51,Female,Other,tuna,"Yes, I only spoke English growing up",,,no,decision making,none,connect as many words as possible,change letters for similar words,rearrange words to make other words,look for common letter combos,try words you're unsure of,start in the corner of the board,go one letter at a time to find all the words with that letter,Don't focus on one section,Look for suffixes to attach to words,Don't pay attention to the time left,Don't try to find long words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1eqsdUktKUhI8H5,343,0,0,0,1,adv_short|adv_medium|adv_long
100,373,TRUE,R_2usa0QUyFum6nHb,0,0,15.215,0,0,0,15.756,0,0,0,15.705,0,14.462,27.787,30.367,4,28.69,28.69,32.39,1,z3GyB8XJU  ,69.409,69.409,71.58,1,WBy300xNbJ  ,0,0,8,0,6,3,6,"No, I've never played any version of this game before",Less than once a year,3,"With a trackpad

",,24,Female,Other,tuna,"Yes, I only spoke English growing up",,,No,Checking the speed with which people could find words. ,,start in the corner of the board,change letters for similar words,look for common letter combos,look for suffixes to attach to words,don't pay attention to the time left,don't try to find long words,go one letter at a time to find all the words with that letter,Try words you're unsure of,Rearrange words to make other words,Don't focus on one section,Connect as many words as possible,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_2usa0QUyFum6nHb,373,1,0,0,0,adv_short|adv_medium|adv_long
100,390,TRUE,R_1Kvxq1BHzcpayU6,0,0,8.718,0,0,0,15.126,0,0,0,21.837,0,5.182,24.128,27.154,4,20.101,20.101,24.584,1,xRtH41rW0P,74.162,74.162,77.494,1,CybhUyshZ3,0,0,15.401,0,6,6,3,I'm not sure,Less than once a year,5,"With a trackpad

",,31,Female,Other,tuna,"Yes, I only spoke English growing up",,,No,Perceived strategies to improve gameplay,,start in the corner of the board,don't try to find long words,look for common letter combos,rearrange words to make other words,don't pay attention to the time left,go one letter at a time to find all the words with that letter,change letters for similar words,Don't focus on one section,Try words you're unsure of,Connect as many words as possible,Look for suffixes to attach to words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1Kvxq1BHzcpayU6,390,0,0,1,0,adv_long|adv_short|adv_medium
100,358,TRUE,R_XvN8nGSxQen4qJ3,0,0,12.239,0,0,0,3.624,0,0,0,17.517,0,16.138,31.674,33.572,4,27.516,28.284,31.34,3,C4Yvuh3Sie,74.64,74.824,77.215,2,8QLbqEjN7S,0,0,64.1,0,5,5,2,"Yes, I've played some version of this game before",Less than once a year,15,"With a computer mouse

",,29,Female,Other,tuna,"Yes, I only spoke English growing up",,,mo,How we make decision in a time crunch. ,,change letters for similar words,go one letter at a time to find all the words with that letter,start in the corner of the board,connect as many words as possible,rearrange words to make other words,look for common letter combos,don't try to find long words,Try words you're unsure of,Don't focus on one section,Don't pay attention to the time left,Look for suffixes to attach to words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_XvN8nGSxQen4qJ3,358,0,0,0,0,adv_long|adv_short|adv_medium
100,406,TRUE,R_2TLhFBG4JlVExdx,0,0,11.048,0,0,0,4.548,0,0,0,13.813,0,11.44,46.666,50.141,9,27.714,31.805,36.393,2,KI76IZRwn,76.56,76.56,81.254,1,0Ixp9yOcz6 ,0,0,26.048,0,5,4,6,"Yes, I've played some version of this game before",A few times a year,15,"With a trackpad

",,44,Female,Other,TUNA,"Yes, I only spoke English growing up",,,NO,CONCENTRATION,NO,look for common letter combos,don't pay attention to the time left,rearrange words to make other words,go one letter at a time to find all the words with that letter,change letters for similar words,don't focus on one section,don't try to find long words,Start in the corner of the board,Look for suffixes to attach to words,Try words you're unsure of,Connect as many words as possible,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_2TLhFBG4JlVExdx,406,0,0,1,0,adv_long|adv_medium|adv_short
100,359,TRUE,R_72tClLVdaDFrduh,0,0,8.848,0,0,0,3.065,0,0,0,13.922,0,8.567,22.068,24.101,5,18.673,18.673,21.53,1,avZ1I7fgpl,71.627,72.219,74.323,3,cL5rGFGK4s,0,0,12.192,0,6,6,4,"No, I've never played any version of this game before",A few times a year,10,"With a computer mouse

",,25,Female,Other,tuna,"Yes, I only spoke English growing up",,,No,Seeing how people did on a word scramble,I enjoyed this!,don't try to find long words,try words you're unsure of,rearrange words to make other words,don't pay attention to the time left,go one letter at a time to find all the words with that letter,don't focus on one section,connect as many words as possible,Change letters for similar words,Look for suffixes to attach to words,Start in the corner of the board,Look for common letter combos,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_72tClLVdaDFrduh,359,0,1,0,0,adv_long|adv_medium|adv_short
100,379,TRUE,R_2Bao1EiyrraCiKs,0,0,3.439,0,0,0,2.463,0,0,0,10.848,0,6.509,28.937,34.557,5,0,0,25.851,0,cNvhy2GypN,0,0,87.447,0,4KgjdTNzQa,0,0,131.263,0,4,4,5,"No, I've never played any version of this game before",Less than once a year,5,"With a computer mouse

",,26,Male,Other,tuna,"Yes, I only spoke English growing up",,,none,decision making,none,start in the corner of the board,don't pay attention to the time left,change letters for similar words,try words you're unsure of,go one letter at a time to find all the words with that letter,connect as many words as possible,don't try to find long words,Look for common letter combos,Rearrange words to make other words,Look for suffixes to attach to words,Don't focus on one section,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_2Bao1EiyrraCiKs,379,1,0,0,1,adv_medium|adv_long|adv_short
100,362,TRUE,R_2CUHiBBt1KOD90X,0,0,4.908,0,0,0,3.383,0,0,0,18.775,0,9.564,51.394,54.045,4,35.095,35.4,40.949,2,9DfaOwcPre,76.208,76.416,81.648,2,HGoHNE4Dhr,0,0,22.104,0,6,5,4,"No, I've never played any version of this game before",A few times a year,8,"With a computer mouse

",,34,Female,Other,tuna,"Yes, I only spoke English growing up",,,No,Trying to see how well people could do at the game. ,,don't try to find long words,connect as many words as possible,rearrange words to make other words,go one letter at a time to find all the words with that letter,start in the corner of the board,look for suffixes to attach to words,try words you're unsure of,Don't focus on one section,Look for common letter combos,Change letters for similar words,Don't pay attention to the time left,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_2CUHiBBt1KOD90X,362,1,1,0,0,adv_long|adv_short|adv_medium
100,357,TRUE,R_ByM6j1VzlkiFiFj,0,0,10.028,0,4.139,4.139,6.078,1,0,0,24.254,0,7.518,26.428,28.89,4,24.417,24.417,28.766,1,  oqX9Ry9Xfb,76.106,76.106,78.263,1,pPV2NkKtMS ,0,0,24.014,0,7,5,5,"Yes, I've played some version of this game before",A few times a year,6,"With a computer mouse

",,36,Male,Other,tuna,"Yes, I only spoke English growing up",,,no,Not sure,,don't focus on one section,don't try to find long words,go one letter at a time to find all the words with that letter,look for common letter combos,look for suffixes to attach to words,try words you're unsure of,rearrange words to make other words,Change letters for similar words,Don't pay attention to the time left,Connect as many words as possible,Start in the corner of the board,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_ByM6j1VzlkiFiFj,357,1,0,0,0,adv_short|adv_medium|adv_long
100,379,TRUE,R_3Mtdy4fH0hOg7fT,0,0,16.415,0,0,0,3.769,0,0,0,15.642,0,12.351,33.303,35.683,4,4.088,30.344,36.848,3,QkVl2954Vp  ,70.6,70.904,73.595,2,bDR3pdHqZ  ,0,0,26.678,0,5,5,4,"Yes, I've played some version of this game before",Less than once a year,6,"With a computer mouse

",,34,Male,Other,tuna,"Yes, I only spoke English growing up",,,none,Word scrambling ability. Taking and rating advice from others that previously performed the task.,,look for common letter combos,don't focus on one section,look for suffixes to attach to words,go one letter at a time to find all the words with that letter,change letters for similar words,don't pay attention to the time left,don't try to find long words,Connect as many words as possible,Rearrange words to make other words,Try words you're unsure of,Start in the corner of the board,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3Mtdy4fH0hOg7fT,379,0,1,0,0,adv_long|adv_short|adv_medium
100,271,TRUE,R_1JV0oTxG9SpGoFw,0,0,2.286,0,20.511,20.511,21.573,1,0,0,10.292,0,2.773,19.284,21.17,6,15.568,18.071,19.093,2,yejE2uUCcj,71.445,71.725,73.62,2,FMBw9rfnEm,0,0,9.299,0,6,5,4,"No, I've never played any version of this game before",A few times a month,10,"With a computer mouse

",,24,Male,Other,tuna,"Yes, I only spoke English growing up",,,All good.,How advice or lack thereof affects performance.,"Very cool study with unique concepts, would love to do more like this.",change letters for similar words,connect as many words as possible,look for suffixes to attach to words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,don't try to find long words,Look for common letter combos,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1JV0oTxG9SpGoFw,271,1,1,0,0,adv_medium|adv_long|adv_short
